1729289421.795199 server started (20998): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1729289421.795236 on Linux 6.11.0-8-generic #8-Ubuntu SMP PREEMPT_DYNAMIC Mon Sep 16 13:41:20 UTC 2024
1729289421.795247 using libevent 2.1.12-stable poll
1729289421.795251 using ncurses 6.5 20240427
1729289421.819797 xterm-kitty  52: il: (string) \\033[%p1%dL
1729289421.819798 xterm-kitty  53: il1: (string) \\033[L
1729289421.819799 xterm-kitty  54: indn: (string) \\033[%p1%dS
1729289421.819800 xterm-kitty  55: invis: [missing]
1729289421.819801 xterm-kitty  56: kcbt: (string) \\033[Z
1729289421.819801 xterm-kitty  57: kcub1: (string) \\033OD
1729289421.819802 xterm-kitty  58: kcud1: (string) \\033OB
1729289421.819803 xterm-kitty  59: kcuf1: (string) \\033OC
1729289421.819804 xterm-kitty  60: kcuu1: (string) \\033OA
1729289421.819805 xterm-kitty  61: kDC: (string) \\033[3;2~
1729289421.819806 xterm-kitty  62: kDC3: (string) \\033[3;3~
1729289421.819807 xterm-kitty  63: kDC4: (string) \\033[3;4~
1729289421.819808 xterm-kitty  64: kDC5: (string) \\033[3;5~
1729289421.819809 xterm-kitty  65: kDC6: (string) \\033[3;6~
1729289421.819810 xterm-kitty  66: kDC7: (string) \\033[3;7~
1729289421.819811 xterm-kitty  67: kdch1: (string) \\033[3~
1729289421.819812 xterm-kitty  68: kDN: (string) \\033[1;2B
1729289421.819813 xterm-kitty  69: kDN3: (string) \\033[1;3B
1729289421.819814 xterm-kitty  70: kDN4: (string) \\033[1;4B
1729289421.819815 xterm-kitty  71: kDN5: (string) \\033[1;5B
1729289421.819816 xterm-kitty  72: kDN6: (string) \\033[1;6B
1729289421.819816 xterm-kitty  73: kDN7: (string) \\033[1;7B
1729289421.819817 xterm-kitty  74: kend: (string) \\033OF
1729289421.819818 xterm-kitty  75: kEND: (string) \\033[1;2F
1729289421.819819 xterm-kitty  76: kEND3: (string) \\033[1;3F
1729289421.819820 xterm-kitty  77: kEND4: (string) \\033[1;4F
1729289421.819821 xterm-kitty  78: kEND5: (string) \\033[1;5F
1729289421.819822 xterm-kitty  79: kEND6: (string) \\033[1;6F
1729289421.819823 xterm-kitty  80: kEND7: (string) \\033[1;7F
1729289421.819824 xterm-kitty  81: kf1: (string) \\033OP
1729289421.819825 xterm-kitty  82: kf10: (string) \\033[21~
1729289421.819825 xterm-kitty  83: kf11: (string) \\033[23~
1729289421.819826 xterm-kitty  84: kf12: (string) \\033[24~
1729289421.819827 xterm-kitty  85: kf13: (string) \\033[1;2P
1729289421.819828 xterm-kitty  86: kf14: (string) \\033[1;2Q
1729289421.819829 xterm-kitty  87: kf15: (string) \\033[13;2~
1729289421.819830 xterm-kitty  88: kf16: (string) \\033[1;2S
1729289421.819836 xterm-kitty  89: kf17: (string) \\033[15;2~
1729289421.819837 xterm-kitty  90: kf18: (string) \\033[17;2~
1729289421.819837 xterm-kitty  91: kf19: (string) \\033[18;2~
1729289421.819838 xterm-kitty  92: kf2: (string) \\033OQ
1729289421.819839 xterm-kitty  93: kf20: (string) \\033[19;2~
1729289421.819840 xterm-kitty  94: kf21: (string) \\033[20;2~
1729289421.819841 xterm-kitty  95: kf22: (string) \\033[21;2~
1729289421.819842 xterm-kitty  96: kf23: (string) \\033[23;2~
1729289421.819843 xterm-kitty  97: kf24: (string) \\033[24;2~
1729289421.819843 xterm-kitty  98: kf25: (string) \\033[1;5P
1729289421.819844 xterm-kitty  99: kf26: (string) \\033[1;5Q
1729289421.819845 xterm-kitty 100: kf27: (string) \\033[13;5~
1729289421.819846 xterm-kitty 101: kf28: (string) \\033[1;5S
1729289421.819847 xterm-kitty 102: kf29: (string) \\033[15;5~
1729289421.819848 xterm-kitty 103: kf3: (string) \\033OR
1729289421.819849 xterm-kitty 104: kf30: (string) \\033[17;5~
1729289421.819849 xterm-kitty 105: kf31: (string) \\033[18;5~
1729289421.819850 xterm-kitty 106: kf32: (string) \\033[19;5~
1729289421.819851 xterm-kitty 107: kf33: (string) \\033[20;5~
1729289421.819852 xterm-kitty 108: kf34: (string) \\033[21;5~
1729289421.819853 xterm-kitty 109: kf35: (string) \\033[23;5~
1729289421.819854 xterm-kitty 110: kf36: (string) \\033[24;5~
1729289421.819854 xterm-kitty 111: kf37: (string) \\033[1;6P
1729289421.819855 xterm-kitty 112: kf38: (string) \\033[1;6Q
1729289421.819856 xterm-kitty 113: kf39: (string) \\033[13;6~
1729289421.819857 xterm-kitty 114: kf4: (string) \\033OS
1729289421.819858 xterm-kitty 115: kf40: (string) \\033[1;6S
1729289421.819859 xterm-kitty 116: kf41: (string) \\033[15;6~
1729289421.819859 xterm-kitty 117: kf42: (string) \\033[17;6~
1729289421.819860 xterm-kitty 118: kf43: (string) \\033[18;6~
1729289421.819861 xterm-kitty 119: kf44: (string) \\033[19;6~
1729289421.819862 xterm-kitty 120: kf45: (string) \\033[20;6~
1729289421.819863 xterm-kitty 121: kf46: (string) \\033[21;6~
1729289421.819863 xterm-kitty 122: kf47: (string) \\033[23;6~
1729289421.819864 xterm-kitty 123: kf48: (string) \\033[24;6~
1729289421.819865 xterm-kitty 124: kf49: (string) \\033[1;3P
1729289421.819866 xterm-kitty 125: kf5: (string) \\033[15~
1729289421.819867 xterm-kitty 126: kf50: (string) \\033[1;3Q
1729289421.819868 xterm-kitty 127: kf51: (string) \\033[13;3~
1729289421.819868 xterm-kitty 128: kf52: (string) \\033[1;3S
1729289421.819870 xterm-kitty 129: kf53: (string) \\033[15;3~
1729289421.819870 xterm-kitty 130: kf54: (string) \\033[17;3~
1729289421.819871 xterm-kitty 131: kf55: (string) \\033[18;3~
1729289421.819872 xterm-kitty 132: kf56: (string) \\033[19;3~
1729289421.819874 xterm-kitty 133: kf57: (string) \\033[20;3~
1729289421.819875 xterm-kitty 134: kf58: (string) \\033[21;3~
1729289421.819876 xterm-kitty 135: kf59: (string) \\033[23;3~
1729289421.819877 xterm-kitty 136: kf6: (string) \\033[17~
1729289421.819878 xterm-kitty 137: kf60: (string) \\033[24;3~
1729289421.819879 xterm-kitty 138: kf61: (string) \\033[1;4P
1729289421.819879 xterm-kitty 139: kf62: (string) \\033[1;4Q
1729289421.819880 xterm-kitty 140: kf63: (string) \\033[13;4~
1729289421.819881 xterm-kitty 141: kf7: (string) \\033[18~
1729289421.819882 xterm-kitty 142: kf8: (string) \\033[19~
1729289421.819883 xterm-kitty 143: kf9: (string) \\033[20~
1729289421.819884 xterm-kitty 144: kHOM: (string) \\033[1;2H
1729289421.819885 xterm-kitty 145: kHOM3: (string) \\033[1;3H
1729289421.819886 xterm-kitty 146: kHOM4: (string) \\033[1;4H
1729289421.819886 xterm-kitty 147: kHOM5: (string) \\033[1;5H
1729289421.819887 xterm-kitty 148: kHOM6: (string) \\033[1;6H
1729289421.819888 xterm-kitty 149: kHOM7: (string) \\033[1;7H
1729289421.819889 xterm-kitty 150: khome: (string) \\033OH
1729289421.819890 xterm-kitty 151: kIC: (string) \\033[2;2~
1729289421.819891 xterm-kitty 152: kIC3: (string) \\033[2;3~
1729289421.819892 xterm-kitty 153: kIC4: (string) \\033[2;4~
1729289421.819893 xterm-kitty 154: kIC5: (string) \\033[2;5~
1729289421.819893 xterm-kitty 155: kIC6: (string) \\033[2;6~
1729289421.819894 xterm-kitty 156: kIC7: (string) \\033[2;7~
1729289421.819895 xterm-kitty 157: kich1: (string) \\033[2~
1729289421.819896 xterm-kitty 158: kind: (string) \\033[1;2B
1729289421.819897 xterm-kitty 159: kLFT: (string) \\033[1;2D
1729289421.819898 xterm-kitty 160: kLFT3: (string) \\033[1;3D
1729289421.819899 xterm-kitty 161: kLFT4: (string) \\033[1;4D
1729289421.819900 xterm-kitty 162: kLFT5: (string) \\033[1;5D
1729289421.819901 xterm-kitty 163: kLFT6: (string) \\033[1;6D
1729289421.819902 xterm-kitty 164: kLFT7: (string) \\033[1;7D
1729289421.819903 xterm-kitty 165: kmous: (string) \\033[M
1729289421.819905 xterm-kitty 166: knp: (string) \\033[6~
1729289421.819906 xterm-kitty 167: kNXT: (string) \\033[6;2~
1729289421.819906 xterm-kitty 168: kNXT3: (string) \\033[6;3~
1729289421.819907 xterm-kitty 169: kNXT4: (string) \\033[6;4~
1729289421.819908 xterm-kitty 170: kNXT5: (string) \\033[6;5~
1729289421.819909 xterm-kitty 171: kNXT6: (string) \\033[6;6~
1729289421.819910 xterm-kitty 172: kNXT7: (string) \\033[6;7~
1729289421.819910 xterm-kitty 173: kpp: (string) \\033[5~
1729289421.819911 xterm-kitty 174: kPRV: (string) \\033[5;2~
1729289421.819912 xterm-kitty 175: kPRV3: (string) \\033[5;3~
1729289421.819913 xterm-kitty 176: kPRV4: (string) \\033[5;4~
1729289421.819914 xterm-kitty 177: kPRV5: (string) \\033[5;5~
1729289421.819915 xterm-kitty 178: kPRV6: (string) \\033[5;6~
1729289421.819916 xterm-kitty 179: kPRV7: (string) \\033[5;7~
1729289421.819916 xterm-kitty 180: kri: (string) \\033[1;2A
1729289421.819917 xterm-kitty 181: kRIT: (string) \\033[1;2C
1729289421.819918 xterm-kitty 182: kRIT3: (string) \\033[1;3C
1729289421.819919 xterm-kitty 183: kRIT4: (string) \\033[1;4C
1729289421.819920 xterm-kitty 184: kRIT5: (string) \\033[1;5C
1729289421.819920 xterm-kitty 185: kRIT6: (string) \\033[1;6C
1729289421.819921 xterm-kitty 186: kRIT7: (string) \\033[1;7C
1729289421.819922 xterm-kitty 187: kUP: (string) \\033[1;2A
1729289421.819923 xterm-kitty 188: kUP3: (string) \\033[1;3A
1729289421.819923 xterm-kitty 189: kUP4: (string) \\033[1;4A
1729289421.819924 xterm-kitty 190: kUP5: (string) \\033[1;5A
1729289421.819925 xterm-kitty 191: kUP6: (string) \\033[1;6A
1729289421.819926 xterm-kitty 192: kUP7: (string) \\033[1;7A
1729289421.819927 xterm-kitty 193: Ms: (string) \\033]52;%p1%s;%p2%s\\a
1729289421.819928 xterm-kitty 194: Nobr: [missing]
1729289421.819928 xterm-kitty 195: ol: [missing]
1729289421.819929 xterm-kitty 196: op: (string) \\033[39;49m
1729289421.819930 xterm-kitty 197: Rect: [missing]
1729289421.819931 xterm-kitty 198: rev: (string) \\033[7m
1729289421.819932 xterm-kitty 199: RGB: [missing]
1729289421.819932 xterm-kitty 200: ri: (string) \\033M
1729289421.819934 xterm-kitty 201: rin: (string) \\033[%p1%dT
1729289421.819935 xterm-kitty 202: rmacs: (string) \\033(B
1729289421.819936 xterm-kitty 203: rmcup: (string) \\033[?1049l
1729289421.819937 xterm-kitty 204: rmkx: (string) \\033[?1l
1729289421.819938 xterm-kitty 205: Se: (string) \\033[2 q
1729289421.819939 xterm-kitty 206: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1729289421.819940 xterm-kitty 207: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1729289421.819941 xterm-kitty 208: setal: [missing]
1729289421.819942 xterm-kitty 209: setrgbb: (string) \\033[48:2:%p1%d:%p2%d:%p3%dm
1729289421.819943 xterm-kitty 210: setrgbf: (string) \\033[38:2:%p1%d:%p2%d:%p3%dm
1729289421.819944 xterm-kitty 211: Setulc: (string) \\033[58:2:%p1%{65536}%/%d:%p1%{256}%/%{255}%&%d:%p1%{255}%&%d%;m
1729289421.819945 xterm-kitty 212: Setulc1: [missing]
1729289421.819946 xterm-kitty 213: sgr0: (string) \\033(B\\033[m
1729289421.819946 xterm-kitty 214: sitm: (string) \\033[3m
1729289421.819947 xterm-kitty 215: smacs: (string) \\033(0
1729289421.819948 xterm-kitty 216: smcup: (string) \\033[?1049h
1729289421.819949 xterm-kitty 217: smkx: (string) \\033[?1h
1729289421.819950 xterm-kitty 218: Smol: [missing]
1729289421.819950 xterm-kitty 219: smso: (string) \\033[7m
1729289421.819951 xterm-kitty 220: smul: (string) \\033[4m
1729289421.819952 xterm-kitty 221: Smulx: (string) \\033[4:%p1%dm
1729289421.819953 xterm-kitty 222: smxx: (string) \\033[9m
1729289421.819954 xterm-kitty 223: Sxl: [missing]
1729289421.819955 xterm-kitty 224: Ss: (string) \\033[%p1%d q
1729289421.819955 xterm-kitty 225: Swd: [missing]
1729289421.819956 xterm-kitty 226: Sync: (string) \\033P=%p1%ds\\033\\\\
1729289421.819957 xterm-kitty 227: Tc: (flag) true
1729289421.819958 xterm-kitty 228: tsl: (string) \\033]0;
1729289421.819959 xterm-kitty 229: U8: [missing]
1729289421.819960 xterm-kitty 230: vpa: (string) \\033[%i%p1%dd
1729289421.819960 xterm-kitty 231: XT: [missing]
1729289421.819967 /dev/pts/0: \033[?1049h
1729289421.819968 /dev/pts/0: \033[?1h
1729289421.819968 /dev/pts/0: \033[H\033[2J
1729289421.819969 /dev/pts/0: using capabilities for ACS
1729289421.819970 /dev/pts/0: \033[?12h\033[?25h
1729289421.819971 /dev/pts/0: \033[?1000l\033[?1002l\033[?1003l
1729289421.819972 /dev/pts/0: \033[?1006l\033[?1005l
1729289421.819972 /dev/pts/0: \033[?2004h
1729289421.819974 /dev/pts/0: \033(B\033[m
1729289421.819975 /dev/pts/0: \033[?12h\033[?25h
1729289421.819976 /dev/pts/0: current mode ALL
1729289421.819977 /dev/pts/0: setting mode CURSOR
1729289421.819978 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1729289421.819991 /dev/pts/0: \033[1;1H
1729289421.819992 /dev/pts/0: \033[1;24r
1729289421.819994 new key \033[1;2P: 0x40000010e195 (S-F1)
1729289421.819995 new key \033[1;3P: 0x810000010e195 (M-F1[I])
1729289421.819997 new key \033[1;4P: 0x850000010e195 (M-S-F1[I])
1729289421.819998 new key \033[1;5P: 0x20000010e195 (C-F1)
1729289421.819999 new key \033[1;6P: 0x60000010e195 (C-S-F1)
1729289421.820000 new key \033[1;7P: 0x830000010e195 (C-M-F1[I])
1729289421.820001 new key \033[1;8P: 0x870000010e195 (C-M-S-F1[I])
1729289421.820002 new key \033[1;9P: 0x810000010e195 (M-F1[I])
1729289421.820002 new key \033O1;2P: 0x40000010e195 (S-F1)
1729289421.820003 new key \033O1;3P: 0x810000010e195 (M-F1[I])
1729289421.820004 new key \033O1;4P: 0x850000010e195 (M-S-F1[I])
1729289421.820005 new key \033O1;5P: 0x20000010e195 (C-F1)
1729289421.820006 new key \033O1;6P: 0x60000010e195 (C-S-F1)
1729289421.820007 new key \033O1;7P: 0x830000010e195 (C-M-F1[I])
1729289421.820008 new key \033O1;8P: 0x870000010e195 (C-M-S-F1[I])
1729289421.820009 new key \033O1;9P: 0x810000010e195 (M-F1[I])
1729289421.820010 new key \033O2P: 0x40000010e195 (S-F1)
1729289421.820011 new key \033O3P: 0x810000010e195 (M-F1[I])
1729289421.820012 new key \033O4P: 0x850000010e195 (M-S-F1[I])
1729289421.820012 new key \033O5P: 0x20000010e195 (C-F1)
1729289421.820013 new key \033O6P: 0x60000010e195 (C-S-F1)
1729289421.820015 new key \033O7P: 0x830000010e195 (C-M-F1[I])
1729289421.820016 new key \033O8P: 0x870000010e195 (C-M-S-F1[I])
1729289421.820017 new key \033O9P: 0x810000010e195 (M-F1[I])
1729289421.820018 new key \033[1;2Q: 0x40000010e196 (S-F2)
1729289421.820019 new key \033[1;3Q: 0x810000010e196 (M-F2[I])
1729289421.820020 new key \033[1;4Q: 0x850000010e196 (M-S-F2[I])
1729289421.820021 new key \033[1;5Q: 0x20000010e196 (C-F2)
1729289421.820022 new key \033[1;6Q: 0x60000010e196 (C-S-F2)
1729289421.820023 new key \033[1;7Q: 0x830000010e196 (C-M-F2[I])
1729289421.820024 new key \033[1;8Q: 0x870000010e196 (C-M-S-F2[I])
1729289421.820025 new key \033[1;9Q: 0x810000010e196 (M-F2[I])
1729289421.820026 new key \033O1;2Q: 0x40000010e196 (S-F2)
1729289421.820027 new key \033O1;3Q: 0x810000010e196 (M-F2[I])
1729289421.820028 new key \033O1;4Q: 0x850000010e196 (M-S-F2[I])
1729289421.820029 new key \033O1;5Q: 0x20000010e196 (C-F2)
1729289421.820030 new key \033O1;6Q: 0x60000010e196 (C-S-F2)
1729289421.820030 new key \033O1;7Q: 0x830000010e196 (C-M-F2[I])
1729289421.820031 new key \033O1;8Q: 0x870000010e196 (C-M-S-F2[I])
1729289421.820032 new key \033O1;9Q: 0x810000010e196 (M-F2[I])
1729289421.820033 new key \033O2Q: 0x40000010e196 (S-F2)
1729289421.820034 new key \033O3Q: 0x810000010e196 (M-F2[I])
1729289421.820036 new key \033O4Q: 0x850000010e196 (M-S-F2[I])
1729289421.820036 new key \033O5Q: 0x20000010e196 (C-F2)
1729289421.820037 new key \033O6Q: 0x60000010e196 (C-S-F2)
1729289421.820038 new key \033O7Q: 0x830000010e196 (C-M-F2[I])
1729289421.820039 new key \033O8Q: 0x870000010e196 (C-M-S-F2[I])
1729289421.820040 new key \033O9Q: 0x810000010e196 (M-F2[I])
1729289421.820041 new key \033[1;2R: 0x40000010e197 (S-F3)
1729289421.820042 new key \033[1;3R: 0x810000010e197 (M-F3[I])
1729289421.820043 new key \033[1;4R: 0x850000010e197 (M-S-F3[I])
1729289421.820044 new key \033[1;5R: 0x20000010e197 (C-F3)
1729289421.820045 new key \033[1;6R: 0x60000010e197 (C-S-F3)
1729289421.820046 new key \033[1;7R: 0x830000010e197 (C-M-F3[I])
1729289421.820047 new key \033[1;8R: 0x870000010e197 (C-M-S-F3[I])
1729289421.820048 new key \033[1;9R: 0x810000010e197 (M-F3[I])
1729289421.820049 new key \033O1;2R: 0x40000010e197 (S-F3)
1729289421.820050 new key \033O1;3R: 0x810000010e197 (M-F3[I])
1729289421.820051 new key \033O1;4R: 0x850000010e197 (M-S-F3[I])
1729289421.820052 new key \033O1;5R: 0x20000010e197 (C-F3)
1729289421.820053 new key \033O1;6R: 0x60000010e197 (C-S-F3)
1729289421.820054 new key \033O1;7R: 0x830000010e197 (C-M-F3[I])
1729289421.820055 new key \033O1;8R: 0x870000010e197 (C-M-S-F3[I])
1729289421.820056 new key \033O1;9R: 0x810000010e197 (M-F3[I])
1729289421.820056 new key \033O2R: 0x40000010e197 (S-F3)
1729289421.820057 new key \033O3R: 0x810000010e197 (M-F3[I])
1729289421.820058 new key \033O4R: 0x850000010e197 (M-S-F3[I])
1729289421.820059 new key \033O5R: 0x20000010e197 (C-F3)
1729289421.820060 new key \033O6R: 0x60000010e197 (C-S-F3)
1729289421.820061 new key \033O7R: 0x830000010e197 (C-M-F3[I])
1729289421.820062 new key \033O8R: 0x870000010e197 (C-M-S-F3[I])
1729289421.820063 new key \033O9R: 0x810000010e197 (M-F3[I])
1729289421.820064 new key \033[1;2S: 0x40000010e198 (S-F4)
1729289421.820065 new key \033[1;3S: 0x810000010e198 (M-F4[I])
1729289421.820066 new key \033[1;4S: 0x850000010e198 (M-S-F4[I])
1729289421.820067 new key \033[1;5S: 0x20000010e198 (C-F4)
1729289421.820068 new key \033[1;6S: 0x60000010e198 (C-S-F4)
1729289421.820069 new key \033[1;7S: 0x830000010e198 (C-M-F4[I])
1729289421.820070 new key \033[1;8S: 0x870000010e198 (C-M-S-F4[I])
1729289421.820071 new key \033[1;9S: 0x810000010e198 (M-F4[I])
1729289421.820072 new key \033O1;2S: 0x40000010e198 (S-F4)
1729289421.820073 new key \033O1;3S: 0x810000010e198 (M-F4[I])
1729289421.820074 new key \033O1;4S: 0x850000010e198 (M-S-F4[I])
1729289421.820075 new key \033O1;5S: 0x20000010e198 (C-F4)
1729289421.820076 new key \033O1;6S: 0x60000010e198 (C-S-F4)
1729289421.820078 new key \033O1;7S: 0x830000010e198 (C-M-F4[I])
1729289421.820078 new key \033O1;8S: 0x870000010e198 (C-M-S-F4[I])
1729289421.820080 new key \033O1;9S: 0x810000010e198 (M-F4[I])
1729289421.820081 new key \033O2S: 0x40000010e198 (S-F4)
1729289421.820082 new key \033O3S: 0x810000010e198 (M-F4[I])
1729289421.820083 new key \033O4S: 0x850000010e198 (M-S-F4[I])
1729289421.820084 new key \033O5S: 0x20000010e198 (C-F4)
1729289421.820085 new key \033O6S: 0x60000010e198 (C-S-F4)
1729289421.820086 new key \033O7S: 0x830000010e198 (C-M-F4[I])
1729289421.820087 new key \033O8S: 0x870000010e198 (C-M-S-F4[I])
1729289421.820088 new key \033O9S: 0x810000010e198 (M-F4[I])
1729289421.820089 new key \033[15;2~: 0x40000010e199 (S-F5)
1729289421.820090 new key \033[15;3~: 0x810000010e199 (M-F5[I])
1729289421.820091 new key \033[15;4~: 0x850000010e199 (M-S-F5[I])
1729289421.820092 new key \033[15;5~: 0x20000010e199 (C-F5)
1729289421.820093 new key \033[15;6~: 0x60000010e199 (C-S-F5)
1729289421.820094 new key \033[15;7~: 0x830000010e199 (C-M-F5[I])
1729289421.820095 new key \033[15;8~: 0x870000010e199 (C-M-S-F5[I])
1729289421.820096 new key \033[15;9~: 0x810000010e199 (M-F5[I])
1729289421.820097 new key \033[17;2~: 0x40000010e19a (S-F6)
1729289421.820098 new key \033[17;3~: 0x810000010e19a (M-F6[I])
1729289421.820099 new key \033[17;4~: 0x850000010e19a (M-S-F6[I])
1729289421.820100 new key \033[17;5~: 0x20000010e19a (C-F6)
1729289421.820101 new key \033[17;6~: 0x60000010e19a (C-S-F6)
1729289421.820102 new key \033[17;7~: 0x830000010e19a (C-M-F6[I])
1729289421.820103 new key \033[17;8~: 0x870000010e19a (C-M-S-F6[I])
1729289421.820104 new key \033[17;9~: 0x810000010e19a (M-F6[I])
1729289421.820105 new key \033[18;2~: 0x40000010e19b (S-F7)
1729289421.820106 new key \033[18;3~: 0x810000010e19b (M-F7[I])
1729289421.820107 new key \033[18;4~: 0x850000010e19b (M-S-F7[I])
1729289421.820108 new key \033[18;5~: 0x20000010e19b (C-F7)
1729289421.820109 new key \033[18;6~: 0x60000010e19b (C-S-F7)
1729289421.820110 new key \033[18;7~: 0x830000010e19b (C-M-F7[I])
1729289421.820111 new key \033[18;8~: 0x870000010e19b (C-M-S-F7[I])
1729289421.820112 new key \033[18;9~: 0x810000010e19b (M-F7[I])
1729289421.820113 new key \033[19;2~: 0x40000010e19c (S-F8)
1729289421.820114 new key \033[19;3~: 0x810000010e19c (M-F8[I])
1729289421.820115 new key \033[19;4~: 0x850000010e19c (M-S-F8[I])
1729289421.820115 new key \033[19;5~: 0x20000010e19c (C-F8)
1729289421.820116 new key \033[19;6~: 0x60000010e19c (C-S-F8)
1729289421.820117 new key \033[19;7~: 0x830000010e19c (C-M-F8[I])
1729289421.820118 new key \033[19;8~: 0x870000010e19c (C-M-S-F8[I])
1729289421.820119 new key \033[19;9~: 0x810000010e19c (M-F8[I])
1729289421.820120 new key \033[20;2~: 0x40000010e19d (S-F9)
1729289421.820121 new key \033[20;3~: 0x810000010e19d (M-F9[I])
1729289421.820122 new key \033[20;4~: 0x850000010e19d (M-S-F9[I])
1729289421.820123 new key \033[20;5~: 0x20000010e19d (C-F9)
1729289421.820124 new key \033[20;6~: 0x60000010e19d (C-S-F9)
1729289421.820125 new key \033[20;7~: 0x830000010e19d (C-M-F9[I])
1729289421.820126 new key \033[20;8~: 0x870000010e19d (C-M-S-F9[I])
1729289421.820127 new key \033[20;9~: 0x810000010e19d (M-F9[I])
1729289421.820128 new key \033[21;2~: 0x40000010e19e (S-F10)
1729289421.820129 new key \033[21;3~: 0x810000010e19e (M-F10[I])
1729289421.820130 new key \033[21;4~: 0x850000010e19e (M-S-F10[I])
1729289421.820130 new key \033[21;5~: 0x20000010e19e (C-F10)
1729289421.820131 new key \033[21;6~: 0x60000010e19e (C-S-F10)
1729289421.820132 new key \033[21;7~: 0x830000010e19e (C-M-F10[I])
1729289421.820133 new key \033[21;8~: 0x870000010e19e (C-M-S-F10[I])
1729289421.820134 new key \033[21;9~: 0x810000010e19e (M-F10[I])
1729289421.820135 new key \033[23;2~: 0x40000010e19f (S-F11)
1729289421.820136 new key \033[23;3~: 0x810000010e19f (M-F11[I])
1729289421.820137 new key \033[23;4~: 0x850000010e19f (M-S-F11[I])
1729289421.820138 new key \033[23;5~: 0x20000010e19f (C-F11)
1729289421.820139 new key \033[23;6~: 0x60000010e19f (C-S-F11)
1729289421.820140 new key \033[23;7~: 0x830000010e19f (C-M-F11[I])
1729289421.820141 new key \033[23;8~: 0x870000010e19f (C-M-S-F11[I])
1729289421.820142 new key \033[23;9~: 0x810000010e19f (M-F11[I])
1729289421.820144 new key \033[24;2~: 0x40000010e1a0 (S-F12)
1729289421.820145 new key \033[24;3~: 0x810000010e1a0 (M-F12[I])
1729289421.820146 new key \033[24;4~: 0x850000010e1a0 (M-S-F12[I])
1729289421.820147 new key \033[24;5~: 0x20000010e1a0 (C-F12)
1729289421.820149 new key \033[24;6~: 0x60000010e1a0 (C-S-F12)
1729289421.820149 new key \033[24;7~: 0x830000010e1a0 (C-M-F12[I])
1729289421.820151 new key \033[24;8~: 0x870000010e1a0 (C-M-S-F12[I])
1729289421.820152 new key \033[24;9~: 0x810000010e1a0 (M-F12[I])
1729289421.820153 new key \033[1;2A: 0x40000010e1a8 (S-Up)
1729289421.820154 new key \033[1;3A: 0x810000010e1a8 (M-Up[I])
1729289421.820155 new key \033[1;4A: 0x850000010e1a8 (M-S-Up[I])
1729289421.820156 new key \033[1;5A: 0x20000010e1a8 (C-Up)
1729289421.820157 new key \033[1;6A: 0x60000010e1a8 (C-S-Up)
1729289421.820158 new key \033[1;7A: 0x830000010e1a8 (C-M-Up[I])
1729289421.820159 new key \033[1;8A: 0x870000010e1a8 (C-M-S-Up[I])
1729289421.820160 new key \033[1;9A: 0x810000010e1a8 (M-Up[I])
1729289421.820161 new key \033[1;2B: 0x40000010e1a9 (S-Down)
1729289421.820162 new key \033[1;3B: 0x810000010e1a9 (M-Down[I])
1729289421.820163 new key \033[1;4B: 0x850000010e1a9 (M-S-Down[I])
1729289421.820164 new key \033[1;5B: 0x20000010e1a9 (C-Down)
1729289421.820165 new key \033[1;6B: 0x60000010e1a9 (C-S-Down)
1729289421.820166 new key \033[1;7B: 0x830000010e1a9 (C-M-Down[I])
1729289421.820167 new key \033[1;8B: 0x870000010e1a9 (C-M-S-Down[I])
1729289421.820168 new key \033[1;9B: 0x810000010e1a9 (M-Down[I])
1729289421.820169 new key \033[1;2C: 0x40000010e1ab (S-Right)
1729289421.820170 new key \033[1;3C: 0x810000010e1ab (M-Right[I])
1729289421.820171 new key \033[1;4C: 0x850000010e1ab (M-S-Right[I])
1729289421.820172 new key \033[1;5C: 0x20000010e1ab (C-Right)
1729289421.820173 new key \033[1;6C: 0x60000010e1ab (C-S-Right)
1729289421.820174 new key \033[1;7C: 0x830000010e1ab (C-M-Right[I])
1729289421.820175 new key \033[1;8C: 0x870000010e1ab (C-M-S-Right[I])
1729289421.820176 new key \033[1;9C: 0x810000010e1ab (M-Right[I])
1729289421.820177 new key \033[1;2D: 0x40000010e1aa (S-Left)
1729289421.820177 new key \033[1;3D: 0x810000010e1aa (M-Left[I])
1729289421.820178 new key \033[1;4D: 0x850000010e1aa (M-S-Left[I])
1729289421.820179 new key \033[1;5D: 0x20000010e1aa (C-Left)
1729289421.820180 new key \033[1;6D: 0x60000010e1aa (C-S-Left)
1729289421.820181 new key \033[1;7D: 0x830000010e1aa (C-M-Left[I])
1729289421.820182 new key \033[1;8D: 0x870000010e1aa (C-M-S-Left[I])
1729289421.820183 new key \033[1;9D: 0x810000010e1aa (M-Left[I])
1729289421.820184 new key \033[1;2H: 0x40000010e1a3 (S-Home)
1729289421.820185 new key \033[1;3H: 0x810000010e1a3 (M-Home[I])
1729289421.820186 new key \033[1;4H: 0x850000010e1a3 (M-S-Home[I])
